"","Plot","Year","Tag","Species","DBH","RingWidth","Core","BAI","Genus","Precip","Temp","FireCount","LastBurn","SinceBurn","BurnIn3"
"19","A128",2013,"24","QUAL",89.8,1.609,"024-B-1",4455.50765011791,"QU",75.7033333333333,21.7,7,2013,0,2
"20","A128",2010,"24","QUAL",89.8,1.764,"024-B-1",4832.43403603179,"QU",196.913333333333,23.6333333333333,7,2007,3,2
"21","A128",2016,"24","QUAL",89.8,1.876,"024-B-1",5263.26896121793,"QU",142.603333333333,23.3,7,2015,1,2
"22","A128",2009,"24","QUAL",89.8,1.769,"024-B-1",4826.49684374845,"QU",95.1233333333333,20.4,7,2007,2,3
"23","A128",2006,"24","QUAL",89.8,2.038,"024-A-1",5483.74641116918,"QU",93.5633333333333,22.7,7,2006,0,1
"24","A128",2007,"24","QUAL",89.8,2.068,"024-A-1",5591.14479709366,"QU",121.196666666667,22.5666666666667,7,2007,0,3
"25","A128",2000,"24","QUAL",89.8,2.068,"024-B-1",5433.93490141636,"QU",112.43,21.9,7,1990,10,0
"26","A128",2001,"24","QUAL",89.8,1.742,"024-B-1",4598.17895556952,"QU",83.6233333333333,22.8333333333333,7,1991,10,0
"27","A128",2002,"24","QUAL",89.8,2.296,"024-A-1",6072.50417250294,"QU",104.563333333333,23.8333333333333,7,1992,10,0
"28","A128",2015,"24","QUAL",89.8,1.56,"024-A-1",4369.1091617463,"QU",138.086666666667,21.2,7,2015,0,3
"29","A128",2008,"24","QUAL",89.8,2.166,"024-B-1",5882.88559444485,"QU",91.46,21.7666666666667,7,2007,1,3
"30","A128",2016,"24","QUAL",89.8,1.531,"024-A-1",4302.7555676018,"QU",142.603333333333,23.3,7,2015,1,2
"31","A128",2017,"24","QUAL",89.8,1.54,"024-B-1",4337.12071136523,"QU",84.93,21.5,7,2017,0,2
"32","A128",2005,"24","QUAL",89.8,1.441,"024-A-1",3861.61971824597,"QU",55.1233333333333,23.9,7,1995,10,0
"33","A128",2007,"24","QUAL",89.8,1.401,"024-B-1",3789.43545065881,"QU",121.196666666667,22.5666666666667,7,2007,0,3
"34","A128",2013,"24","QUAL",89.8,1.405,"024-A-1",3908.21959667841,"QU",75.7033333333333,21.7,7,2013,0,2
"35","A128",2010,"24","QUAL",89.8,1.954,"024-A-1",5371.59586370101,"QU",196.913333333333,23.6333333333333,7,2007,3,2
"36","A128",2003,"24","QUAL",89.8,1.442,"024-B-1",3840.7018476772,"QU",93.34,21.6666666666667,7,1993,10,0
"37","B127",2005,"1485","QURU",13,0.785,"1485-E-1",286.24359140197,"QU",55.1233333333333,23.9,7,1995,10,0
"38","B127",2008,"1488","QURU",61,2.67,"1488-W-1",4555.38348929187,"QU",91.46,21.7666666666667,7,2007,1,3
"39","B127",2013,"1489","ACSA",28.2,1.392,"1489-W-1",1186.23753891822,"AC",75.7033333333333,21.7,7,2013,0,2
"40","B127",2002,"1485","QURU",13,1.31,"1485-B-1",443.624738436385,"QU",104.563333333333,23.8333333333333,7,1992,10,0
"41","B127",2005,"1491","QUMA",67.9,1.065,"1491-N-1",2178.61852584619,"QU",55.1233333333333,23.9,7,1995,10,0
"42","B127",2006,"1491","QUMA",67.9,1.332,"1491-E-1",2707.37853081451,"QU",93.5633333333333,22.7,7,2006,0,1
"43","B127",2000,"1482","QUAL",59.2,2.661,"1482-N-1",4442.96288109455,"QU",112.43,21.9,7,1990,10,0
"44","B127",2017,"1482","QUAL",59.2,1.086,"1482-E-1",2016.06243429546,"QU",84.93,21.5,7,2017,0,2
"45","B127",2001,"1491","QUMA",67.9,1.258,"1491-E-1",2509.62217220847,"QU",83.6233333333333,22.8333333333333,7,1991,10,0
"46","B127",2008,"1488","QURU",61,3.09,"1488-N-1",5294.26855132909,"QU",91.46,21.7666666666667,7,2007,1,3
"47","B127",2003,"1489","ACSA",28.2,0.597,"1489-W-1",461.810076847951,"AC",93.34,21.6666666666667,7,1993,10,0
"48","B127",2014,"1486","TIAM",57.4,2.795,"1486-E-1",4957.67374340625,"TI",166.476666666667,21.7,7,2013,1,2
"49","B127",2011,"1485","QURU",13,0.466,"1485-E-1",179.252905663932,"QU",129.293333333333,23.1333333333333,7,2007,4,0
"50","B127",2006,"1491","QUMA",67.9,1.145,"1491-N-1",2350.22026481465,"QU",93.5633333333333,22.7,7,2006,0,1
"51","B127",2003,"1478","TIAM",21.2,1.456,"1478-N-1",830.246434279487,"TI",93.34,21.6666666666667,7,1993,10,0
"52","B127",2016,"1485","QURU",13,0.479,"1485-E-1",193.705315719909,"QU",142.603333333333,23.3,7,2015,1,2
"53","B127",2013,"1489","ACSA",28.2,0.993,"1489-E-1",850.737167628028,"AC",75.7033333333333,21.7,7,2013,0,2
"54","B127",2008,"1494","JUNI",54,1.332,"1494-N-1",2176.51999536064,"JU",91.46,21.7666666666667,7,2007,1,3
"55","B127",2003,"1491","QUMA",67.9,1.23,"1491-E-1",2472.83761568598,"QU",93.34,21.6666666666667,7,1993,10,0
"56","B127",2005,"1485","QURU",13,1.091,"1485-B-1",396.521454338754,"QU",55.1233333333333,23.9,7,1995,10,0
"57","B127",2007,"1482","QUAL",59.2,1.415,"1482-E-1",2486.26404441317,"QU",121.196666666667,22.5666666666667,7,2007,0,3
"58","B127",2014,"1478","TIAM",21.2,1.399,"1478-E-1",908.214194871343,"TI",166.476666666667,21.7,7,2013,1,2
"59","B127",2015,"1486","TIAM",57.4,1.309,"1486-N-1",2349.98708952469,"TI",138.086666666667,21.2,7,2015,0,3
"60","B127",2004,"1494","JUNI",54,1.68,"1494-N-1",2707.43409930537,"JU",104.996666666667,20.8,7,1994,10,0
"61","B127",2009,"1489","ACSA",28.2,0.842,"1489-E-1",701.935848360629,"AC",95.1233333333333,20.4,7,2007,2,3
"62","B127",2009,"1482","QUAL",59.2,1.615,"1482-E-1",2870.14081137427,"QU",95.1233333333333,20.4,7,2007,2,3
"63","B127",2000,"1491","QUMA",67.9,1.469,"1491-E-1",2917.96733722475,"QU",112.43,21.9,7,1990,10,0
"64","B127",2016,"1488","QURU",61,3.601,"1488-W-1",6818.41691761605,"QU",142.603333333333,23.3,7,2015,1,2
"65","B127",2010,"1485","QURU",13,0.29,"1485-B-1",110.10911542899,"QU",196.913333333333,23.6333333333333,7,2007,3,2
"66","B127",2005,"1486","TIAM",57.4,0.173,"1486-E-1",294.840346070207,"TI",55.1233333333333,23.9,7,1995,10,0
"67","B127",2002,"1488","QURU",61,2.435,"1488-W-1",3957.54385797697,"QU",104.563333333333,23.8333333333333,7,1992,10,0
"68","B127",2010,"1485","QURU",13,0.293,"1485-W-1",113.218937156074,"QU",196.913333333333,23.6333333333333,7,2007,3,2
"69","B127",2014,"1482","QUAL",59.2,1.929,"1482-N-1",3516.7613938125,"QU",166.476666666667,21.7,7,2013,1,2
"70","B127",2015,"1494","JUNI",54,1.216,"1494-N-1",2047.02638617948,"JU",138.086666666667,21.2,7,2015,0,3
"71","B127",2003,"1491","QUMA",67.9,1.058,"1491-N-1",2149.70413958459,"QU",93.34,21.6666666666667,7,1993,10,0
"72","B127",2012,"1488","QURU",61,2.455,"1488-N-1",4409.83128682828,"QU",66.03,23.4666666666667,7,2012,0,1
"73","B127",2016,"1494","JUNI",54,1.861,"1494-E-1",3146.2317774879,"JU",142.603333333333,23.3,7,2015,1,2
"74","B127",2014,"1485","QURU",13,0.758,"1485-E-1",300.132958939384,"QU",166.476666666667,21.7,7,2013,1,2
"75","B127",2010,"1494","JUNI",54,2.171,"1494-N-1",3586.75845946165,"JU",196.913333333333,23.6333333333333,7,2007,3,2
"76","B127",2016,"1485","QURU",13,0.503,"1485-W-1",203.540379398054,"QU",142.603333333333,23.3,7,2015,1,2
"77","B127",2001,"1478","TIAM",21.2,2.294,"1478-N-1",1245.38062186077,"TI",83.6233333333333,22.8333333333333,7,1991,10,0
"78","B127",2009,"1478","TIAM",21.2,0.694,"1478-E-1",431.552992735778,"TI",95.1233333333333,20.4,7,2007,2,3
"79","B127",2008,"1485","QURU",13,0.36,"1485-B-1",135.112862863353,"QU",91.46,21.7666666666667,7,2007,1,3
"80","B127",2002,"1489","ACSA",28.2,0.856,"1489-E-1",686.935472289246,"AC",104.563333333333,23.8333333333333,7,1992,10,0
"81","B127",2003,"1494","JUNI",54,1.559,"1494-E-1",2473.65895052775,"JU",93.34,21.6666666666667,7,1993,10,0
"82","B127",2000,"1486","TIAM",57.4,4.468,"1486-E-1",7422.76961713898,"TI",112.43,21.9,7,1990,10,0
"83","B127",2000,"1489","ACSA",28.2,2.424,"1489-W-1",1817.95115111781,"AC",112.43,21.9,7,1990,10,0
"84","B127",2005,"1485","QURU",13,0.852,"1485-W-1",314.124758105274,"QU",55.1233333333333,23.9,7,1995,10,0
"85","B127",2006,"1488","QURU",61,2.02,"1488-W-1",3396.1853116174,"QU",93.5633333333333,22.7,7,2006,0,1
"86","B127",2010,"1486","TIAM",57.4,2.037,"1486-N-1",3567.22465209379,"TI",196.913333333333,23.6333333333333,7,2007,3,2
"87","B127",2013,"1486","TIAM",57.4,2.673,"1486-E-1",4695.3569834681,"TI",75.7033333333333,21.7,7,2013,0,2
"88","B127",2000,"1485","QURU",13,1.843,"1485-W-1",610.40603334517,"QU",112.43,21.9,7,1990,10,0
"89","B127",2005,"1494","JUNI",54,0.464,"1494-E-1",744.283612552336,"JU",55.1233333333333,23.9,7,1995,10,0
"90","B127",2016,"1494","JUNI",54,1.469,"1494-N-1",2485.32035396228,"JU",142.603333333333,23.3,7,2015,1,2
"91","B127",2015,"1489","ACSA",28.2,1.579,"1489-E-1",1377.62603058706,"AC",138.086666666667,21.2,7,2015,0,3
"92","B127",2010,"1482","QUAL",59.2,1.511,"1482-E-1",2700.15336094135,"QU",196.913333333333,23.6333333333333,7,2007,3,2
"93","B127",2006,"1478","TIAM",21.2,0.597,"1478-E-1",366.251781864815,"TI",93.5633333333333,22.7,7,2006,0,1
"94","B127",2001,"1489","ACSA",28.2,1.526,"1489-W-1",1163.4058258127,"AC",83.6233333333333,22.8333333333333,7,1991,10,0
"95","B127",2010,"1482","QUAL",59.2,1.343,"1482-N-1",2383.44929243559,"QU",196.913333333333,23.6333333333333,7,2007,3,2
"96","B127",2002,"1488","QURU",61,2.86,"1488-N-1",4586.13666544149,"QU",104.563333333333,23.8333333333333,7,1992,10,0
"97","B127",2012,"1494","JUNI",54,0.305,"1494-N-1",508.310838032156,"JU",66.03,23.4666666666667,7,2012,0,1
"98","B127",2003,"1478","TIAM",21.2,0.708,"1478-E-1",425.351765297741,"TI",93.34,21.6666666666667,7,1993,10,0
"99","B127",2000,"1494","JUNI",54,0.883,"1494-N-1",1398.31731378584,"JU",112.43,21.9,7,1990,10,0
"100","B127",2005,"1491","QUMA",67.9,1.007,"1491-E-1",2039.3948073142,"QU",55.1233333333333,23.9,7,1995,10,0
"101","B127",2016,"1489","ACSA",28.2,1.035,"1489-W-1",909.435325652604,"AC",142.603333333333,23.3,7,2015,1,2
"102","B127",2004,"1482","QUAL",59.2,1.715,"1482-E-1",2966.25441427485,"QU",104.996666666667,20.8,7,1994,10,0
"103","B127",2004,"1486","TIAM",57.4,1.715,"1486-N-1",2925.77024912849,"TI",104.996666666667,20.8,7,1994,10,0
"104","B127",2010,"1494","JUNI",54,1.982,"1494-E-1",3257.67666355572,"JU",196.913333333333,23.6333333333333,7,2007,3,2
"105","B127",2017,"1485","QURU",13,0.553,"1485-B-1",224.888368558768,"QU",84.93,21.5,7,2017,0,2
"106","B127",2015,"1478","TIAM",21.2,0.964,"1478-E-1",632.973692446564,"TI",138.086666666667,21.2,7,2015,0,3
"107","B127",2015,"1491","QUMA",67.9,1.178,"1491-N-1",2493.81108930328,"QU",138.086666666667,21.2,7,2015,0,3
"108","B127",2015,"1485","QURU",13,0.725,"1485-E-1",290.444246355011,"QU",138.086666666667,21.2,7,2015,0,3
"109","B127",2015,"1478","TIAM",21.2,1.673,"1478-N-1",1090.51719744441,"TI",138.086666666667,21.2,7,2015,0,3
"110","B127",2003,"1482","QUAL",59.2,1.568,"1482-E-1",2695.83192117544,"QU",93.34,21.6666666666667,7,1993,10,0
"111","B127",2010,"1488","QURU",61,4.235,"1488-N-1",7426.29355104328,"QU",196.913333333333,23.6333333333333,7,2007,3,2
"112","B127",2001,"1494","JUNI",54,0.605,"1494-E-1",951.884619835717,"JU",83.6233333333333,22.8333333333333,7,1991,10,0
"113","B127",2007,"1486","TIAM",57.4,0.497,"1486-N-1",857.469343074134,"TI",121.196666666667,22.5666666666667,7,2007,0,3
"114","B127",2010,"1478","TIAM",21.2,0.438,"1478-E-1",273.92106806779,"TI",196.913333333333,23.6333333333333,7,2007,3,2
"115","B127",2002,"1478","TIAM",21.2,0.739,"1478-E-1",440.616515815723,"TI",104.563333333333,23.8333333333333,7,1992,10,0
"116","B127",2006,"1478","TIAM",21.2,0.967,"1478-N-1",576.035219007086,"TI",93.5633333333333,22.7,7,2006,0,1
"117","B127",2000,"1489","ACSA",28.2,1.579,"1489-E-1",1242.79760752257,"AC",112.43,21.9,7,1990,10,0
"118","B127",2013,"1486","TIAM",57.4,1.081,"1486-N-1",1922.63615917544,"TI",75.7033333333333,21.7,7,2013,0,2
"119","B127",2003,"1494","JUNI",54,1.638,"1494-N-1",2622.67405517521,"JU",93.34,21.6666666666667,7,1993,10,0
"120","B127",2011,"1491","QUMA",67.9,1.031,"1491-N-1",2155.56521107809,"QU",129.293333333333,23.1333333333333,7,2007,4,0
"121","B127",2016,"1482","QUAL",59.2,2.041,"1482-N-1",3768.46153093525,"QU",142.603333333333,23.3,7,2015,1,2
"122","B127",2006,"1486","TIAM",57.4,1.419,"1486-N-1",2439.64574368139,"TI",93.5633333333333,22.7,7,2006,0,1
"123","B127",2006,"1488","QURU",61,2.359,"1488-N-1",3965.89461965729,"QU",93.5633333333333,22.7,7,2006,0,1
"124","B127",2008,"1494","JUNI",54,1.646,"1494-E-1",2674.7729334062,"JU",91.46,21.7666666666667,7,2007,1,3
"125","B127",2008,"1486","TIAM",57.4,0.38,"1486-E-1",649.668794391761,"TI",91.46,21.7666666666667,7,2007,1,3
"126","B127",2007,"1486","TIAM",57.4,0.229,"1486-E-1",391.072801704149,"TI",121.196666666667,22.5666666666667,7,2007,0,3
"127","B127",2000,"1485","QURU",13,1.874,"1485-B-1",599.743797746115,"QU",112.43,21.9,7,1990,10,0
"128","B127",2017,"1485","QURU",13,0.399,"1485-E-1",162.45426624966,"QU",84.93,21.5,7,2017,0,2
"129","B127",2009,"1485","QURU",13,0.371,"1485-B-1",140.093314520091,"QU",95.1233333333333,20.4,7,2007,2,3
"130","B127",2012,"1482","QUAL",59.2,1.191,"1482-E-1",2155.4559653352,"QU",66.03,23.4666666666667,7,2012,0,1
"131","B127",2003,"1485","QURU",13,1.197,"1485-E-1",421.539244692276,"QU",93.34,21.6666666666667,7,1993,10,0
"132","B127",2015,"1482","QUAL",59.2,1.72,"1482-N-1",3155.45084710327,"QU",138.086666666667,21.2,7,2015,0,3
"133","B127",2003,"1486","TIAM",57.4,1.335,"1486-N-1",2264.70284552757,"TI",93.34,21.6666666666667,7,1993,10,0
"134","B127",2000,"1494","JUNI",54,0.794,"1494-E-1",1245.76052837716,"JU",112.43,21.9,7,1990,10,0
"135","B127",2002,"1478","TIAM",21.2,2.476,"1478-N-1",1381.28972766536,"TI",104.563333333333,23.8333333333333,7,1992,10,0
"136","B127",2010,"1486","TIAM",57.4,1.403,"1486-E-1",2416.75662739496,"TI",196.913333333333,23.6333333333333,7,2007,3,2
"137","B127",2001,"1486","TIAM",57.4,1.294,"1486-N-1",2171.42960995217,"TI",83.6233333333333,22.8333333333333,7,1991,10,0
"138","B127",2008,"1489","ACSA",28.2,1.023,"1489-E-1",846.83321725159,"AC",91.46,21.7666666666667,7,2007,1,3
"139","B127",2017,"1491","QUMA",67.9,0.714,"1491-E-1",1521.46139664782,"QU",84.93,21.5,7,2017,0,2
"140","B127",2005,"1488","QURU",61,2.31,"1488-N-1",3849.63368461787,"QU",55.1233333333333,23.9,7,1995,10,0
"141","B127",2006,"1482","QUAL",59.2,1.606,"1482-E-1",2806.62361672352,"QU",93.5633333333333,22.7,7,2006,0,1
"142","B127",2011,"1488","QURU",61,3.572,"1488-W-1",6295.72659531821,"QU",129.293333333333,23.1333333333333,7,2007,4,0
"143","B127",2002,"1485","QURU",13,1.049,"1485-W-1",365.616061741806,"QU",104.563333333333,23.8333333333333,7,1992,10,0
"144","B127",2013,"1485","QURU",13,0.784,"1485-B-1",304.536240335398,"QU",75.7033333333333,21.7,7,2013,0,2
"145","B127",2002,"1491","QUMA",67.9,1.224,"1491-E-1",2451.3386038832,"QU",104.563333333333,23.8333333333333,7,1992,10,0
"146","B127",2000,"1491","QUMA",67.9,1.567,"1491-N-1",3145.18097129397,"QU",112.43,21.9,7,1990,10,0
"147","B127",2017,"1489","ACSA",28.2,0.583,"1489-E-1",515.428889020648,"AC",84.93,21.5,7,2017,0,2
"148","B127",2012,"1486","TIAM",57.4,0.663,"1486-E-1",1157.66869014945,"TI",66.03,23.4666666666667,7,2012,0,1
"149","B127",2015,"1482","QUAL",59.2,1.569,"1482-E-1",2887.30903088993,"QU",138.086666666667,21.2,7,2015,0,3
"150","B127",2011,"1489","ACSA",28.2,1.347,"1489-E-1",1137.87284882151,"AC",129.293333333333,23.1333333333333,7,2007,4,0
"151","B127",2014,"1491","QUMA",67.9,1.06,"1491-N-1",2236.55384548425,"QU",166.476666666667,21.7,7,2013,1,2
"152","B127",2012,"1494","JUNI",54,0.576,"1494-E-1",955.775629992045,"JU",66.03,23.4666666666667,7,2012,0,1
"153","B127",2006,"1485","QURU",13,0.765,"1485-B-1",282.498058976653,"QU",93.5633333333333,22.7,7,2006,0,1
"154","B127",2013,"1491","QUMA",67.9,1.161,"1491-N-1",2441.55859661622,"QU",75.7033333333333,21.7,7,2013,0,2
"155","B127",2009,"1491","QUMA",67.9,1.196,"1491-N-1",2482.91357040553,"QU",95.1233333333333,20.4,7,2007,2,3
"156","B127",2011,"1486","TIAM",57.4,1.922,"1486-N-1",3389.73994473107,"TI",129.293333333333,23.1333333333333,7,2007,4,0
"157","B127",2008,"1482","QUAL",59.2,1.684,"1482-E-1",2975.31285425786,"QU",91.46,21.7666666666667,7,2007,1,3
"158","B127",2014,"1485","QURU",13,0.791,"1485-B-1",311.169188577481,"QU",166.476666666667,21.7,7,2013,1,2
"159","B127",2006,"1486","TIAM",57.4,0.35,"1486-E-1",597.072878503835,"TI",93.5633333333333,22.7,7,2006,0,1
"160","B127",2006,"1485","QURU",13,0.918,"1485-E-1",339.652334698694,"QU",93.5633333333333,22.7,7,2006,0,1
"161","B127",2010,"1489","ACSA",28.2,1.492,"1489-W-1",1232.17654563683,"AC",196.913333333333,23.6333333333333,7,2007,3,2
"162","B127",2008,"1478","TIAM",21.2,0.488,"1478-E-1",301.643009430629,"TI",91.46,21.7666666666667,7,2007,1,3
"163","B127",2001,"1494","JUNI",54,0.505,"1494-N-1",801.919217968062,"JU",83.6233333333333,22.8333333333333,7,1991,10,0
"164","B127",2011,"1488","QURU",61,3.453,"1488-N-1",6138.41453818936,"QU",129.293333333333,23.1333333333333,7,2007,4,0
"165","B127",2010,"1489","ACSA",28.2,0.671,"1489-E-1",562.570597938024,"AC",196.913333333333,23.6333333333333,7,2007,3,2
"166","B127",2004,"1486","TIAM",57.4,0.385,"1486-E-1",655.472682615711,"TI",104.996666666667,20.8,7,1994,10,0
"167","B127",2013,"1478","TIAM",21.2,1.127,"1478-N-1",715.574975476842,"TI",75.7033333333333,21.7,7,2013,0,2
"168","B127",2003,"1486","TIAM",57.4,0.682,"1486-E-1",1158.83691965205,"TI",93.34,21.6666666666667,7,1993,10,0
"169","B127",2015,"1488","QURU",61,4.948,"1488-W-1",9236.04198175138,"QU",138.086666666667,21.2,7,2015,0,3
"170","B127",2008,"1485","QURU",13,0.423,"1485-E-1",159.343655982819,"QU",91.46,21.7666666666667,7,2007,1,3
"171","B127",2001,"1489","ACSA",28.2,1.236,"1489-E-1",983.760208500702,"AC",83.6233333333333,22.8333333333333,7,1991,10,0
"172","B127",2009,"1491","QUMA",67.9,2.521,"1491-E-1",5201.96113558315,"QU",95.1233333333333,20.4,7,2007,2,3
"173","B127",2016,"1485","QURU",13,0.575,"1485-B-1",231.797465936694,"QU",142.603333333333,23.3,7,2015,1,2
"174","B127",2002,"1482","QUAL",59.2,1.952,"1482-N-1",3308.42378986605,"QU",104.563333333333,23.8333333333333,7,1992,10,0
"175","B127",2002,"1486","TIAM",57.4,1.201,"1486-E-1",2033.60375877941,"TI",104.563333333333,23.8333333333333,7,1992,10,0
"176","B127",2011,"1491","QUMA",67.9,1.809,"1491-E-1",3777.93056765341,"QU",129.293333333333,23.1333333333333,7,2007,4,0
"177","B127",2000,"1478","TIAM",21.2,1.063,"1478-E-1",621.720473003885,"TI",112.43,21.9,7,1990,10,0
"178","B127",2008,"1491","QUMA",67.9,1.292,"1491-N-1",2672.11234372052,"QU",91.46,21.7666666666667,7,2007,1,3
"179","B127",2011,"1489","ACSA",28.2,1.684,"1489-W-1",1407.54326348917,"AC",129.293333333333,23.1333333333333,7,2007,4,0
"180","B127",2012,"1478","TIAM",21.2,0.574,"1478-N-1",361.386965950471,"TI",66.03,23.4666666666667,7,2012,0,1
"181","B127",2012,"1489","ACSA",28.2,0.738,"1489-E-1",628.256603643567,"AC",66.03,23.4666666666667,7,2012,0,1
"182","B127",2012,"1478","TIAM",21.2,0.612,"1478-E-1",389.379875962877,"TI",66.03,23.4666666666667,7,2012,0,1
"183","B127",2007,"1489","ACSA",28.2,0.499,"1489-E-1",410.683213667196,"AC",121.196666666667,22.5666666666667,7,2007,0,3
"184","B127",2009,"1486","TIAM",57.4,1.163,"1486-E-1",1993.96605807428,"TI",95.1233333333333,20.4,7,2007,2,3
"185","B127",2011,"1478","TIAM",21.2,1.299,"1478-N-1",810.199048769387,"TI",129.293333333333,23.1333333333333,7,2007,4,0
"186","B127",2013,"1488","QURU",61,3.093,"1488-N-1",5609.75815865475,"QU",75.7033333333333,21.7,7,2013,0,2
"187","B127",2013,"1482","QUAL",59.2,2.004,"1482-E-1",3646.92748289234,"QU",75.7033333333333,21.7,7,2013,0,2
"188","B127",2005,"1489","ACSA",28.2,0.665,"1489-E-1",542.916046598109,"AC",55.1233333333333,23.9,7,1995,10,0
"189","B127",2013,"1494","JUNI",54,1.224,"1494-E-1",2037.94477066741,"JU",75.7033333333333,21.7,7,2013,0,2
"190","B127",2003,"1489","ACSA",28.2,0.614,"1489-E-1",495.567291016911,"AC",93.34,21.6666666666667,7,1993,10,0
"191","B127",2002,"1491","QUMA",67.9,1.31,"1491-N-1",2651.98649693399,"QU",104.563333333333,23.8333333333333,7,1992,10,0
"192","B127",2004,"1494","JUNI",54,1.752,"1494-E-1",2798.11524133981,"JU",104.996666666667,20.8,7,1994,10,0
"193","B127",2010,"1491","QUMA",67.9,1.807,"1491-E-1",3753.22623284846,"QU",196.913333333333,23.6333333333333,7,2007,3,2
"194","B127",2014,"1488","QURU",61,5.075,"1488-N-1",9334.72852704408,"QU",166.476666666667,21.7,7,2013,1,2
"195","B127",2016,"1482","QUAL",59.2,1.249,"1482-E-1",2309.49525260904,"QU",142.603333333333,23.3,7,2015,1,2
"196","B127",2004,"1478","TIAM",21.2,2.156,"1478-N-1",1253.86843866216,"TI",104.996666666667,20.8,7,1994,10,0
"197","B127",2012,"1488","QURU",61,2.457,"1488-W-1",4377.0523928859,"QU",66.03,23.4666666666667,7,2012,0,1
"198","B127",2008,"1482","QUAL",59.2,1.744,"1482-N-1",3061.26871421567,"QU",91.46,21.7666666666667,7,2007,1,3
"199","B127",2007,"1485","QURU",13,0.395,"1485-W-1",149.074053492014,"QU",121.196666666667,22.5666666666667,7,2007,0,3
"200","B127",2013,"1485","QURU",13,0.805,"1485-E-1",314.789987208077,"QU",75.7033333333333,21.7,7,2013,0,2
"201","B127",2004,"1489","ACSA",28.2,0.841,"1489-E-1",682.626133938361,"AC",104.996666666667,20.8,7,1994,10,0
"202","B127",2007,"1485","QURU",13,0.398,"1485-B-1",148.427007927489,"QU",121.196666666667,22.5666666666667,7,2007,0,3
"203","B127",2005,"1478","TIAM",21.2,0.686,"1478-N-1",405.083026310868,"TI",55.1233333333333,23.9,7,1995,10,0
"204","B127",2016,"1488","QURU",61,3.34,"1488-N-1",6325.29973900169,"QU",142.603333333333,23.3,7,2015,1,2
"205","B127",2010,"1478","TIAM",21.2,0.886,"1478-N-1",546.525054831491,"TI",196.913333333333,23.6333333333333,7,2007,3,2
"206","B127",2014,"1491","QUMA",67.9,1.148,"1491-E-1",2422.98017584884,"QU",166.476666666667,21.7,7,2013,1,2
"207","B127",2009,"1485","QURU",13,0.543,"1485-W-1",208.396006153885,"QU",95.1233333333333,20.4,7,2007,2,3
"208","B127",2003,"1488","QURU",61,2.365,"1488-W-1",3879.43798983044,"QU",93.34,21.6666666666667,7,1993,10,0
"209","B127",2002,"1494","JUNI",54,1.027,"1494-N-1",1635.77660512674,"JU",104.563333333333,23.8333333333333,7,1992,10,0
"210","B127",2006,"1485","QURU",13,0.763,"1485-W-1",285.182468217735,"QU",93.5633333333333,22.7,7,2006,0,1
